## vdj_pipe v0.1.5-15-gffd7271~; clang7.0.2; Boost1.57.0; build:20160217; 2016-Feb-17 21:22:17 UTC
read_id	total_copies	exact_copies	mismatched_ends	5'-mismatch	3'-mismatch
IS9DOBB01C6IJ9	3	3	0	0	0
IS9DOBB01D6VYA	140	140	0	0	0
IS9DOBB01AGWHQ	1	1	0	0	0
IS9DOBB01BOZK8	2	2	0	0	0
IS9DOBB01EEPIC	1	1	0	0	0
IS9DOBB01ANM0E	1	1	0	0	0
IS9DOBB01DF389	2	2	0	0	0
IS9DOBB01D9ISE	56	56	0	0	0
IS9DOBB01DG6AH	11	11	0	0	0
IS9DOBB01DQPQ7	52	52	0	0	0
IS9DOBB01A0W2C	3	3	0	0	0
IS9DOBB01C1E81	254	254	0	0	0
IS9DOBB01DSDX1	1	1	0	0	0
IS9DOBB01D6VTD	1	1	0	0	0
IS9DOBB01DJ8RM	1	1	0	0	0
IS9DOBB01AJGO4	1	1	0	0	0
IS9DOBB01C7QJN	16	16	0	0	0
IS9DOBB01CCF3Q	1	1	0	0	0
IS9DOBB01ARSC6	2	2	0	0	0
IS9DOBB01A95BS	2	2	0	0	0
IS9DOBB01BR1H0	7	7	0	0	0
IS9DOBB01BXU33	8	8	0	0	0
IS9DOBB01ESZFR	10	10	0	0	0
IS9DOBB01CJ79T	4	4	0	0	0
IS9DOBB01ESI74	7	7	0	0	0
IS9DOBB01EFSZ7	63	63	0	0	0
IS9DOBB01D4K33	2	2	0	0	0
IS9DOBB01ARVHN	29	29	0	0	0
IS9DOBB01DMKZX	16	16	0	0	0
IS9DOBB01BM3WM	1	1	0	0	0
IS9DOBB01CBOMA	1	1	0	0	0
IS9DOBB01BMKZR	5	5	0	0	0
IS9DOBB01CYISG	182	182	0	0	0
IS9DOBB01A7BPC	4	4	0	0	0
IS9DOBB01AKRB2	29	29	0	0	0
IS9DOBB01ETLZN	11	11	0	0	0
IS9DOBB01CV8SE	133	133	0	0	0
IS9DOBB01DIZWU	6	6	0	0	0
IS9DOBB01CHYP2	12	12	0	0	0
IS9DOBB01BLI37	6	6	0	0	0
IS9DOBB01ANWS1	1	1	0	0	0
IS9DOBB01AO83A	1	1	0	0	0
IS9DOBB01DTX07	1	1	0	0	0
IS9DOBB01AO2KA	1	1	0	0	0
IS9DOBB01AMLJG	3	3	0	0	0
IS9DOBB01C59J6	15	15	0	0	0
IS9DOBB01CHVE6	1	1	0	0	0
IS9DOBB01EDA4Q	4	4	0	0	0
IS9DOBB01DS8T6	1	1	0	0	0
IS9DOBB01DKNB2	11	11	0	0	0
IS9DOBB01ESM09	2	2	0	0	0
IS9DOBB01B6DCA	2	2	0	0	0
IS9DOBB01AZIPE	1	1	0	0	0
IS9DOBB01D4QJS	1	1	0	0	0
IS9DOBB01EXT0F	14	14	0	0	0
IS9DOBB01AXXJ0	6	6	0	0	0
IS9DOBB01CI3GQ	1	1	0	0	0
IS9DOBB01DX4KW	1	1	0	0	0
IS9DOBB01B94EY	2	2	0	0	0
IS9DOBB01C5JUE	21	21	0	0	0
IS9DOBB01AKE11	2	2	0	0	0
IS9DOBB01CK7PB	83	83	0	0	0
IS9DOBB01DTYZT	1	1	0	0	0
IS9DOBB01DFFUY	30	30	0	0	0
IS9DOBB01CQAVB	3	3	0	0	0
IS9DOBB01B0DQC	1	1	0	0	0
IS9DOBB01A5KZ9	1	1	0	0	0
IS9DOBB01A9H52	1	1	0	0	0
IS9DOBB01CC6JJ	3	3	0	0	0
IS9DOBB01DX415	2	2	0	0	0
IS9DOBB01CR4GP	19	19	0	0	0
IS9DOBB01ETRNX	1	1	0	0	0
IS9DOBB01AO48R	18	18	0	0	0
IS9DOBB01C00NQ	1	1	0	0	0
IS9DOBB01DKZUT	2	2	0	0	0
IS9DOBB01AEB6J	38	38	0	0	0
IS9DOBB01EBK2Y	5	5	0	0	0
IS9DOBB01CPTSF	12	12	0	0	0
IS9DOBB01BMIOD	3	3	0	0	0
IS9DOBB01AOPZV	6	6	0	0	0
IS9DOBB01CGMXO	1	1	0	0	0
IS9DOBB01EJKNF	5	5	0	0	0
IS9DOBB01AUQ4B	3	3	0	0	0
IS9DOBB01COCPC	18	18	0	0	0
IS9DOBB01DLSQ3	2	2	0	0	0
IS9DOBB01DFMS6	2	2	0	0	0
IS9DOBB01AIAIB	37	37	0	0	0
IS9DOBB01D2EGK	8	8	0	0	0
IS9DOBB01AWEAB	4	4	0	0	0
IS9DOBB01EOYTV	1	1	0	0	0
IS9DOBB01A4EJ7	123	123	0	0	0
IS9DOBB01B89RR	3	3	0	0	0
IS9DOBB01C1X51	43	43	0	0	0
IS9DOBB01BHH6W	1	1	0	0	0
IS9DOBB01BMFLL	65	65	0	0	0
IS9DOBB01BBVEI	7	7	0	0	0
IS9DOBB01A7YVR	16	16	0	0	0
IS9DOBB01C1K5U	124	124	0	0	0
IS9DOBB01CN6BJ	14	14	0	0	0
IS9DOBB01DQ19N	1	1	0	0	0
IS9DOBB01ANT5S	1	1	0	0	0
IS9DOBB01A97ZS	2	2	0	0	0
IS9DOBB01AOY33	3	3	0	0	0
IS9DOBB01AE1K6	8	8	0	0	0
IS9DOBB01C9RQE	10	10	0	0	0
IS9DOBB01B8JUO	1	1	0	0	0
IS9DOBB01EEF2A	8	8	0	0	0
IS9DOBB01BHCA4	6	6	0	0	0
IS9DOBB01D510J	1	1	0	0	0
IS9DOBB01DXV0P	3	3	0	0	0
IS9DOBB01EAJDL	11	11	0	0	0
IS9DOBB01D7DUJ	16	16	0	0	0
IS9DOBB01BQPPR	1	1	0	0	0
IS9DOBB01AKX2J	3	3	0	0	0
IS9DOBB01EPKMU	1	1	0	0	0
IS9DOBB01B0N5D	59	59	0	0	0
IS9DOBB01C0IL2	3	3	0	0	0
IS9DOBB01DZT9K	1	1	0	0	0
IS9DOBB01D43EQ	1	1	0	0	0
IS9DOBB01B6SM5	3	3	0	0	0
IS9DOBB01CTGEV	57	57	0	0	0
IS9DOBB01CPHA8	1	1	0	0	0
IS9DOBB01D3DNV	17	17	0	0	0
IS9DOBB01CAVTO	1	1	0	0	0
IS9DOBB01AT5H4	1	1	0	0	0
IS9DOBB01ERG03	35	35	0	0	0
IS9DOBB01BH1VH	2	2	0	0	0
IS9DOBB01D2V74	1	1	0	0	0
IS9DOBB01AZ91I	4	4	0	0	0
IS9DOBB01D3S5E	7	7	0	0	0
IS9DOBB01AD0CI	1	1	0	0	0
IS9DOBB01AM13C	5	5	0	0	0
IS9DOBB01AU7SG	5	5	0	0	0
IS9DOBB01CCNXF	27	27	0	0	0
IS9DOBB01AYJT3	5	5	0	0	0
IS9DOBB01D2WYS	3	3	0	0	0
IS9DOBB01A9VD3	1	1	0	0	0
IS9DOBB01DUL4L	1	1	0	0	0
IS9DOBB01ALM90	5	5	0	0	0
IS9DOBB01BLW5J	1	1	0	0	0
IS9DOBB01DY4V8	2	2	0	0	0
IS9DOBB01APQR2	1	1	0	0	0
IS9DOBB01EBDRL	1	1	0	0	0
IS9DOBB01BGV6B	1	1	0	0	0
IS9DOBB01AMRRJ	35	35	0	0	0
IS9DOBB01AM06A	4	4	0	0	0
IS9DOBB01AESGQ	1	1	0	0	0
IS9DOBB01ARCBH	12	12	0	0	0
IS9DOBB01AE8DG	1	1	0	0	0
IS9DOBB01CDW8C	2	2	0	0	0
IS9DOBB01BO5V4	1	1	0	0	0
IS9DOBB01CQS7W	1	1	0	0	0
IS9DOBB01CQP1T	9	9	0	0	0
IS9DOBB01BRPEL	11	11	0	0	0
IS9DOBB01DH8HK	1	1	0	0	0
IS9DOBB01AR725	13	13	0	0	0
IS9DOBB01AY2DU	2	2	0	0	0
IS9DOBB01AG22L	4	4	0	0	0
IS9DOBB01AGPIL	2	2	0	0	0
IS9DOBB01DZO34	8	8	0	0	0
IS9DOBB01DC6OZ	3	3	0	0	0
IS9DOBB01DKWYD	1	1	0	0	0
IS9DOBB01ALDON	1	1	0	0	0
IS9DOBB01AXAR3	1	1	0	0	0
IS9DOBB01D23IF	2	2	0	0	0
IS9DOBB01EAC4D	8	8	0	0	0
IS9DOBB01DEAFP	1	1	0	0	0
IS9DOBB01A27QC	2	2	0	0	0
IS9DOBB01DTKQH	1	1	0	0	0
IS9DOBB01CMUX3	1	1	0	0	0
IS9DOBB01EHPCS	2	2	0	0	0
IS9DOBB01AKK2V	2	2	0	0	0
IS9DOBB01DS0F5	4	4	0	0	0
IS9DOBB01B8P5J	8	8	0	0	0
IS9DOBB01BYCLT	5	5	0	0	0
IS9DOBB01DPTOS	25	25	0	0	0
IS9DOBB01EP0S1	1	1	0	0	0
IS9DOBB01CMWVJ	18	18	0	0	0
IS9DOBB01BEO8R	3	3	0	0	0
IS9DOBB01BYZXG	1	1	0	0	0
IS9DOBB01CWUO3	1	1	0	0	0
IS9DOBB01A7OAJ	1	1	0	0	0
IS9DOBB01AT226	9	9	0	0	0
IS9DOBB01CR5EL	1	1	0	0	0
IS9DOBB01D3CZG	7	7	0	0	0
IS9DOBB01BUHYR	1	1	0	0	0
IS9DOBB01EU9I3	1	1	0	0	0
IS9DOBB01DIKLY	1	1	0	0	0
IS9DOBB01A95BZ	1	1	0	0	0
IS9DOBB01BD2PS	1	1	0	0	0
IS9DOBB01DQBEA	5	5	0	0	0
IS9DOBB01BTYV6	1	1	0	0	0
IS9DOBB01AF0HF	2	2	0	0	0
IS9DOBB01BFN2V	2	2	0	0	0
IS9DOBB01C3W0V	22	22	0	0	0
IS9DOBB01ECDEH	26	26	0	0	0
IS9DOBB01BSGWT	49	49	0	0	0
IS9DOBB01CHUHL	5	5	0	0	0
IS9DOBB01EPDC2	1	1	0	0	0
IS9DOBB01BGAK3	5	5	0	0	0
IS9DOBB01CKBX1	3	3	0	0	0
IS9DOBB01AZL21	2	2	0	0	0
IS9DOBB01CR79X	1	1	0	0	0
IS9DOBB01CSJX7	2	2	0	0	0
IS9DOBB01DFGTI	1	1	0	0	0
IS9DOBB01A7T5B	1	1	0	0	0
IS9DOBB01ERRIF	2	2	0	0	0
IS9DOBB01A2Q4H	1	1	0	0	0
IS9DOBB01BIKQN	2	2	0	0	0
IS9DOBB01AR4HS	1	1	0	0	0
IS9DOBB01AQMV8	3	3	0	0	0
IS9DOBB01EYC30	10	10	0	0	0
IS9DOBB01EQF2C	1	1	0	0	0
IS9DOBB01CUC0F	2	2	0	0	0
IS9DOBB01CVJVW	1	1	0	0	0
IS9DOBB01BNV7W	7	7	0	0	0
IS9DOBB01C3K11	1	1	0	0	0
IS9DOBB01CH9F3	1	1	0	0	0
IS9DOBB01BGJPN	1	1	0	0	0
IS9DOBB01CIBEH	1	1	0	0	0
IS9DOBB01D3DDU	11	11	0	0	0
IS9DOBB01BF0AF	1	1	0	0	0
IS9DOBB01D0HID	1	1	0	0	0
IS9DOBB01DD00C	1	1	0	0	0
IS9DOBB01EBL14	1	1	0	0	0
IS9DOBB01CHUTV	5	5	0	0	0
IS9DOBB01A0S7X	1	1	0	0	0
IS9DOBB01CF1J7	1	1	0	0	0
IS9DOBB01A3GXS	2	2	0	0	0
IS9DOBB01BYWY0	4	4	0	0	0
IS9DOBB01ALAQ7	7	7	0	0	0
IS9DOBB01EOTDL	1	1	0	0	0
IS9DOBB01B9O1T	1	1	0	0	0
IS9DOBB01CBOI0	1	1	0	0	0
IS9DOBB01C1EC5	1	1	0	0	0
IS9DOBB01CYYYH	9	9	0	0	0
IS9DOBB01CHUHW	6	6	0	0	0
IS9DOBB01C4LO6	1	1	0	0	0
IS9DOBB01AUBCR	2	2	0	0	0
IS9DOBB01B5569	4	4	0	0	0
IS9DOBB01B3SHA	1	1	0	0	0
IS9DOBB01CP7BC	2	2	0	0	0
IS9DOBB01DSDLC	2	2	0	0	0
IS9DOBB01D1R0Y	2	2	0	0	0
IS9DOBB01DOMY3	9	9	0	0	0
IS9DOBB01AINXT	1	1	0	0	0
IS9DOBB01A83MI	6	6	0	0	0
IS9DOBB01D1BOU	1	1	0	0	0
IS9DOBB01CFJ1B	3	3	0	0	0
IS9DOBB01BLV05	30	30	0	0	0
IS9DOBB01EOU7D	11	11	0	0	0
IS9DOBB01DJRKC	2	2	0	0	0
IS9DOBB01B0XER	1	1	0	0	0
IS9DOBB01DZBFO	7	7	0	0	0
IS9DOBB01EQTYC	1	1	0	0	0
IS9DOBB01CEBW9	3	3	0	0	0
IS9DOBB01DZI01	8	8	0	0	0
IS9DOBB01AS6P2	5	5	0	0	0
IS9DOBB01CIWNB	1	1	0	0	0
IS9DOBB01BMU0S	45	45	0	0	0
IS9DOBB01DRVB9	2	2	0	0	0
IS9DOBB01EW92U	1	1	0	0	0
IS9DOBB01BWE1I	1	1	0	0	0
IS9DOBB01C4EHA	5	5	0	0	0
IS9DOBB01EKZMP	1	1	0	0	0
IS9DOBB01BGL75	1	1	0	0	0
IS9DOBB01AW417	5	5	0	0	0
IS9DOBB01BJ04I	5	5	0	0	0
IS9DOBB01DVRMQ	1	1	0	0	0
IS9DOBB01AJON6	1	1	0	0	0
IS9DOBB01D702F	21	21	0	0	0
IS9DOBB01EQB9F	2	2	0	0	0
IS9DOBB01DHXGT	1	1	0	0	0
IS9DOBB01COFDS	5	5	0	0	0
IS9DOBB01D5AZE	2	2	0	0	0
IS9DOBB01A7OLX	1	1	0	0	0
IS9DOBB01EFVYR	5	5	0	0	0
IS9DOBB01BVWJU	1	1	0	0	0
IS9DOBB01A71DM	2	2	0	0	0
IS9DOBB01EQQK7	1	1	0	0	0
IS9DOBB01A90XH	2	2	0	0	0
IS9DOBB01DYR27	1	1	0	0	0
IS9DOBB01A2OSV	4	4	0	0	0
IS9DOBB01CNK4E	32	32	0	0	0
IS9DOBB01D0478	5	5	0	0	0
IS9DOBB01BJBTV	1	1	0	0	0
IS9DOBB01DY9ZI	1	1	0	0	0
IS9DOBB01CWH0P	2	2	0	0	0
IS9DOBB01AYWB6	1	1	0	0	0
IS9DOBB01B12EO	1	1	0	0	0
IS9DOBB01DTOPF	1	1	0	0	0
IS9DOBB01DV7V9	4	4	0	0	0
IS9DOBB01BMONU	2	2	0	0	0
IS9DOBB01AKRAX	4	4	0	0	0
IS9DOBB01DS825	4	4	0	0	0
IS9DOBB01CT8LM	1	1	0	0	0
IS9DOBB01D1F5W	1	1	0	0	0
IS9DOBB01AJTAM	2	2	0	0	0
IS9DOBB01C5B6N	21	21	0	0	0
IS9DOBB01B37J7	2	2	0	0	0
IS9DOBB01DGGGW	1	1	0	0	0
IS9DOBB01CJBW3	9	9	0	0	0
IS9DOBB01BK7V1	4	4	0	0	0
IS9DOBB01B5ALI	1	1	0	0	0
IS9DOBB01CZMEP	1	1	0	0	0
IS9DOBB01A373M	1	1	0	0	0
IS9DOBB01BHCEA	12	12	0	0	0
IS9DOBB01ETBZ9	3	3	0	0	0
IS9DOBB01BNZZX	1	1	0	0	0
IS9DOBB01DUZ4O	41	41	0	0	0
IS9DOBB01C347D	6	6	0	0	0
IS9DOBB01C495F	22	22	0	0	0
IS9DOBB01D3XAE	1	1	0	0	0
IS9DOBB01DDCRP	3	3	0	0	0
IS9DOBB01CG2JY	1	1	0	0	0
IS9DOBB01AVQRZ	3	3	0	0	0
IS9DOBB01EIF16	1	1	0	0	0
IS9DOBB01EOZK2	1	1	0	0	0
IS9DOBB01DELS2	26	26	0	0	0
IS9DOBB01EHFL4	1	1	0	0	0
IS9DOBB01A2ZTQ	39	39	0	0	0
IS9DOBB01AS9ZQ	1	1	0	0	0
IS9DOBB01C87NS	3	3	0	0	0
IS9DOBB01B6JR1	1	1	0	0	0
IS9DOBB01CS79B	1	1	0	0	0
IS9DOBB01C24JT	1	1	0	0	0
IS9DOBB01BF0XS	3	3	0	0	0
IS9DOBB01BS1VZ	3	3	0	0	0
IS9DOBB01EXDLT	54	54	0	0	0
IS9DOBB01EEKK1	4	4	0	0	0
IS9DOBB01DHKF6	7	7	0	0	0
IS9DOBB01CA2GI	1	1	0	0	0
IS9DOBB01B1GUY	1	1	0	0	0
IS9DOBB01BIKE3	1	1	0	0	0
IS9DOBB01D63YI	3	3	0	0	0
IS9DOBB01A155H	1	1	0	0	0
IS9DOBB01A50W7	5	5	0	0	0
IS9DOBB01A7NQ9	1	1	0	0	0
IS9DOBB01D5O9Y	1	1	0	0	0
IS9DOBB01DCXCN	2	2	0	0	0
IS9DOBB01B3MLZ	1	1	0	0	0
IS9DOBB01EQGVD	3	3	0	0	0
IS9DOBB01CIO8J	5	5	0	0	0
IS9DOBB01CADRD	1	1	0	0	0
IS9DOBB01AWOP6	2	2	0	0	0
IS9DOBB01EP05A	2	2	0	0	0
IS9DOBB01EBX9Y	1	1	0	0	0
IS9DOBB01DQV77	7	7	0	0	0
IS9DOBB01DTTBQ	3	3	0	0	0
IS9DOBB01AIP3V	2	2	0	0	0
IS9DOBB01EPWKJ	1	1	0	0	0
IS9DOBB01C0SST	2	2	0	0	0
IS9DOBB01BS9KY	1	1	0	0	0
IS9DOBB01BQV43	34	34	0	0	0
IS9DOBB01AXE71	1	1	0	0	0
IS9DOBB01BZ6GX	1	1	0	0	0
IS9DOBB01B88JR	7	7	0	0	0
IS9DOBB01DLJGK	17	17	0	0	0
IS9DOBB01DX3RE	1	1	0	0	0
IS9DOBB01B0CYD	1	1	0	0	0
IS9DOBB01BS0B8	29	29	0	0	0
IS9DOBB01EBCAW	2	2	0	0	0
IS9DOBB01AWLP0	1	1	0	0	0
IS9DOBB01CSTVV	10	10	0	0	0
IS9DOBB01A4RWJ	3	3	0	0	0
IS9DOBB01DC8T1	4	4	0	0	0
IS9DOBB01B2RC9	2	2	0	0	0
IS9DOBB01A6DGK	5	5	0	0	0
IS9DOBB01DQMS0	5	5	0	0	0
IS9DOBB01AZ03S	3	3	0	0	0
IS9DOBB01BM4LT	1	1	0	0	0
IS9DOBB01B5V2T	12	12	0	0	0
IS9DOBB01A18NS	5	5	0	0	0
IS9DOBB01DM2RS	1	1	0	0	0
IS9DOBB01DOMRW	1	1	0	0	0
IS9DOBB01BMIQG	1	1	0	0	0
IS9DOBB01DMH6U	3	3	0	0	0
IS9DOBB01C4A0J	1	1	0	0	0
IS9DOBB01CGUHS	3	3	0	0	0
IS9DOBB01EQOQS	3	3	0	0	0
IS9DOBB01B1EV2	1	1	0	0	0
IS9DOBB01EXZUD	1	1	0	0	0
IS9DOBB01D1U81	2	2	0	0	0
IS9DOBB01A0UNF	1	1	0	0	0
IS9DOBB01CY4H4	5	5	0	0	0
IS9DOBB01A00T2	2	2	0	0	0
IS9DOBB01DNH1K	1	1	0	0	0
IS9DOBB01BEJSQ	7	7	0	0	0
IS9DOBB01EROTB	15	15	0	0	0
IS9DOBB01CIKCS	2	2	0	0	0
IS9DOBB01BDBH1	4	4	0	0	0
IS9DOBB01BHXFS	4	4	0	0	0
IS9DOBB01BKQPM	1	1	0	0	0
IS9DOBB01AX7VP	6	6	0	0	0
IS9DOBB01DZEP1	18	18	0	0	0
IS9DOBB01BQBKI	1	1	0	0	0
IS9DOBB01EKVHE	2	2	0	0	0
IS9DOBB01DWCMX	1	1	0	0	0
IS9DOBB01EMEX2	1	1	0	0	0
IS9DOBB01A77RN	2	2	0	0	0
IS9DOBB01EXDKN	2	2	0	0	0
IS9DOBB01EH9YT	1	1	0	0	0
IS9DOBB01CP66O	1	1	0	0	0
IS9DOBB01EHONX	23	23	0	0	0
IS9DOBB01AP4AA	8	8	0	0	0
IS9DOBB01BESJZ	2	2	0	0	0
IS9DOBB01B29ZI	1	1	0	0	0
IS9DOBB01BWYTM	1	1	0	0	0
IS9DOBB01ASG96	1	1	0	0	0
IS9DOBB01EXP2Z	1	1	0	0	0
IS9DOBB01ADHJF	1	1	0	0	0
IS9DOBB01C1GPE	1	1	0	0	0
IS9DOBB01EW67Q	7	7	0	0	0
IS9DOBB01AL233	7	7	0	0	0
IS9DOBB01ESMQA	1	1	0	0	0
IS9DOBB01AE8AB	4	4	0	0	0
IS9DOBB01DUH16	1	1	0	0	0
IS9DOBB01ECE8A	12	12	0	0	0
IS9DOBB01A91ZB	9	9	0	0	0
IS9DOBB01CYFH5	3	3	0	0	0
IS9DOBB01AWSY4	4	4	0	0	0
IS9DOBB01DDL1F	2	2	0	0	0
IS9DOBB01DTL3H	4	4	0	0	0
IS9DOBB01C1YQ3	1	1	0	0	0
IS9DOBB01BUJCV	1	1	0	0	0
IS9DOBB01D1URH	1	1	0	0	0
